0.3 4 euclidean
3	1	29	0	4	21.075	0
3	0	32	0	0	7.8542	0
2	0	62	0	0	10.5	0
1	1	53	2	0	51.4792	0
1	0	36	0	0	26.3875	0
3	0	16	0	0	8.05	0
3	0	19	0	0	14.5	0
2	1	34	0	0	13	0
1	1	39	1	0	55.9	0
3	0	32	0	0	7.925	0
2	1	25	1	1	30	0
1	1	39	1	1	110.8833	2
2	0	54	0	0	26	0
1	0	36	0	0	40.125	2
1	1	18	0	2	79.65	0
2	0	47	0	0	15	0
1	0	60	1	1	79.2	2
3	0	22	0	0	8.05	0
3	0	35	0	0	7.125	0
1	1	52	1	0	78.2667	2
3	0	47	0	0	7.25	0
2	0	37	1	0	26	0
3	0	36	1	1	24.15	0
3	0	49	0	0	0	0
1	0	49	1	0	56.9292	2
2	1	24	2	1	27	0
3	0	44	0	0	8.05	0
1	0	35	0	0	26.55	2
3	0	36	1	0	15.55	0
3	0	30	0	0	7.8958	0
1	0	27	0	0	30.5	0
2	1	22	1	2	41.5792	2
1	1	40	0	0	153.4625	0
3	1	39	1	5	31.275	0
3	0	35	0	0	8.05	0
2	1	24	1	2	65	0
3	0	34	1	1	14.4	0
3	1	26	1	0	16.1	0
2	1	4	2	1	39	0
2	0	26	0	0	10.5	0
3	0	27	1	0	14.4542	2
1	0	42	1	0	52.5542	0
3	0	20	1	1	15.7417	2
3	0	21	0	0	7.8542	0
3	0	21	0	0	16.1	0
1	0	61	0	0	32.3208	0
2	0	57	0	0	12.35	1
1	1	21	0	0	77.9583	0
3	0	26	0	0	7.8958	0
1	0	80	0	0	30	0
3	0	51	0	0	7.0542	0
1	0	32	0	0	30.5	2
3	1	9	3	2	27.9	0
2	1	28	0	0	13	0
3	0	32	0	0	7.925	0
2	0	31	1	1	26.25	0
3	1	41	0	5	39.6875	0
3	0	20	0	0	7.8542	0
1	1	24	0	0	69.3	2
3	1	2	3	2	27.9	0
3	1	0.75	2	1	19.2583	2
1	0	48	1	0	76.7292	2
3	0	19	0	0	7.8958	0
1	0	56	0	0	35.5	2
3	1	23	0	0	7.55	0
2	1	18	0	1	23	0
3	0	21	0	0	8.4333	0
3	1	18	0	0	6.75	1
2	0	24	2	0	73.5	0
3	1	32	1	1	15.5	1
2	0	23	0	0	13	0
1	0	58	0	2	113.275	2
1	0	50	2	0	133.65	0
3	0	40	0	0	7.225	2
1	0	47	0	0	25.5875	0
3	0	36	0	0	7.4958	0
3	0	20	1	0	7.925	0
2	0	32	2	0	73.5	0
2	0	25	0	0	13	0
3	0	43	0	0	8.05	0
2	1	40	1	1	39	0
1	0	31	1	0	52	0
2	0	70	0	0	10.5	0
2	0	31	0	0	13	0
3	0	18	0	0	7.775	0
3	0	24.5	0	0	8.05	0
3	1	18	0	0	9.8417	0
3	1	43	1	6	46.9	0
1	0	36	0	1	512.3292	2
1	0	27	0	0	76.7292	2
3	0	20	0	0	9.225	0
3	0	14	5	2	46.9	0
2	0	60	1	1	39	0
2	0	25	1	2	41.5792	2
3	0	14	4	1	39.6875	0
3	0	19	0	0	10.1708	0
3	0	18	0	0	7.7958	0
1	1	15	0	1	211.3375	0
1	0	31	1	0	57	0
3	1	4	0	1	13.4167	2
3	0	25	0	0	7.225	2
1	0	60	0	0	26.55	0
2	0	52	0	0	13.5	0
3	0	44	0	0	8.05	0
1	0	49	1	1	110.8833	2
3	0	42	0	0	7.65	0
1	1	18	1	0	227.525	2
1	0	35	0	0	26.2875	0
3	1	18	0	1	14.4542	2
3	0	25	0	0	7.7417	1
3	0	26	1	0	7.8542	0
2	0	39	0	0	26	0
2	1	45	0	0	13.5	0
1	0	42	0	0	26.2875	0
1	1	22	0	0	151.55	0
1	1	24	0	0	49.5042	2
1	0	48	1	0	52	0
3	0	29	0	0	9.4833	0
2	0	52	0	0	13	0
3	0	19	0	0	7.65	0
1	1	38	0	0	227.525	2
2	1	27	0	0	10.5	0
3	0	33	0	0	7.775	0
2	1	6	0	1	33	0
3	0	17	1	0	7.0542	0
2	0	34	0	0	13	0
2	0	50	0	0	13	0
1	0	27	1	0	53.1	0
3	0	20	0	0	8.6625	0
2	1	30	3	0	21	0
2	0	25	1	0	26	0
3	1	25	1	0	7.925	0
1	1	29	0	0	211.3375	0
3	0	11	0	0	18.7875	2
2	0	23	0	0	13	0
2	0	23	0	0	13	0
3	0	28.5	0	0	16.1	0
3	1	48	1	3	34.375	0
1	0	35	0	0	512.3292	2
1	0	36	1	0	78.85	0
1	1	21	2	2	262.375	2
3	0	24	1	0	16.1	0
3	0	31	0	0	7.925	0
1	0	70	1	1	71	0
3	0	16	1	1	20.25	0
2	1	30	0	0	13	0
1	0	19	1	0	53.1	0
3	0	31	0	0	7.75	1
2	1	4	1	1	23	0
3	0	6	0	1	12.475	0
3	0	33	0	0	9.5	0
3	0	23	0	0	7.8958	0
2	1	48	1	2	65	0
2	0	0.67	1	1	14.5	0
3	0	28	0	0	7.7958	0
2	0	18	0	0	11.5	0
3	0	34	0	0	8.05	0
1	1	33	0	0	86.5	0
3	0	41	0	0	7.125	0
3	0	20	0	0	7.2292	2
1	1	36	1	2	120	0
3	0	16	0	0	7.775	0
1	1	51	1	0	77.9583	0
3	1	30.5	0	0	7.75	1
3	0	32	0	0	8.3625	0
3	0	24	0	0	9.5	0
3	0	48	0	0	7.8542	0
2	1	57	0	0	10.5	0
2	1	54	1	3	23	0
3	0	18	0	0	7.75	0
3	1	5	0	0	12.475	0
1	1	43	0	1	211.3375	0
3	1	13	0	0	7.2292	2
1	1	17	1	0	57	0
1	0	29	0	0	30	0
3	0	25	0	0	7.05	0
3	0	25	0	0	7.25	0
3	1	18	0	0	7.4958	0
3	0	8	4	1	29.125	1
3	0	1	1	2	20.575	0
1	0	46	0	0	79.2	2
2	0	16	0	0	26	0
3	0	25	0	0	7.8958	0
2	0	39	0	0	13	0
1	1	49	0	0	25.9292	0
3	1	31	0	0	8.6833	0
3	0	30	0	0	7.2292	2
3	1	30	1	1	24.15	0
2	0	34	0	0	13	0
2	1	31	1	1	26.25	0
1	0	11	1	2	120	0
3	0	0.42	0	1	8.5167	2
3	0	27	0	0	6.975	0
3	0	31	0	0	7.775	0
1	0	39	0	0	0	0
3	1	18	0	0	7.775	0
2	0	39	0	0	13	0
1	1	33	1	0	53.1	0
3	0	26	0	0	7.8875	0
3	0	39	0	0	24.15	0
2	0	35	0	0	10.5	0
3	1	6	4	2	31.275	0
3	0	30.5	0	0	8.05	0
3	1	23	0	0	7.925	0
2	0	31	1	1	37.0042	2
3	0	43	0	0	6.45	0
3	0	10	3	2	27.9	0
1	1	52	1	1	93.5	0
3	0	27	0	0	8.6625	0
1	0	38	0	0	0	0
3	1	27	0	1	12.475	0
3	0	2	4	1	39.6875	0
2	0	1	0	2	37.0042	2
3	1	15	1	0	14.4542	2
2	0	0.83	1	1	18.75	0
3	0	23	0	0	7.8542	0
3	0	18	0	0	8.3	0
1	1	39	1	1	83.1583	2
3	0	21	0	0	8.6625	0
3	0	32	0	0	56.4958	0
3	0	20	0	0	7.925	0
2	0	16	0	0	10.5	0
1	1	30	0	0	31	2
3	0	34.5	0	0	6.4375	2
3	0	17	0	0	8.6625	0
3	0	42	0	0	7.55	0
3	0	35	0	0	7.8958	2
2	0	28	0	1	33	0
3	0	4	4	2	31.275	0
3	0	74	0	0	7.775	0
3	1	9	1	1	15.2458	2
1	1	16	0	1	39.4	0
2	1	44	1	0	26	0
3	1	18	0	1	9.35	0
1	1	45	1	1	164.8667	0
1	0	51	0	0	26.55	0
3	1	24	0	3	19.2583	2
3	0	41	2	0	14.1083	0
2	0	21	1	0	11.5	0
1	1	48	0	0	25.9292	0
2	0	24	0	0	13	0
2	1	42	0	0	13	0
2	1	27	1	0	13.8583	2
1	0	31	0	0	50.4958	0
3	0	4	1	1	11.1333	0
3	0	26	0	0	7.8958	0
1	1	47	1	1	52.5542	0
1	0	33	0	0	5	0
3	0	47	0	0	9	0
2	1	28	1	0	24	2
3	1	15	0	0	7.225	2
3	0	20	0	0	9.8458	0
3	0	19	0	0	7.8958	0
1	1	56	0	1	83.1583	2
2	1	25	0	1	26	0
3	0	33	0	0	7.8958	0
3	1	22	0	0	10.5167	0
2	0	28	0	0	10.5	0
3	0	25	0	0	7.05	0
3	1	39	0	5	29.125	1
2	0	27	0	0	13	0
1	1	19	0	0	30	0
1	0	26	0	0	30	2
3	0	32	0	0	7.75	1
10 3 euclidean
3	0	22	1	0	7.25	0
1	1	38	1	0	71.2833	2
3	1	26	0	0	7.925	0
1	1	35	1	0	53.1	0
3	0	35	0	0	8.05	0
1	0	54	0	0	51.8625	0
3	0	2	3	1	21.075	0
3	1	27	0	2	11.1333	0
2	1	14	1	0	30.0708	2
3	1	4	1	1	16.7	0
1	1	58	0	0	26.55	0
3	0	20	0	0	8.05	0
3	0	39	1	5	31.275	0
3	1	14	0	0	7.8542	0
2	1	55	0	0	16	0
3	0	2	4	1	29.125	1
3	1	31	1	0	18	0
2	0	35	0	0	26	0
2	0	34	0	0	13	0
3	1	15	0	0	8.0292	1
1	0	28	0	0	35.5	0
3	1	8	3	1	21.075	0
3	1	38	1	5	31.3875	0
1	0	19	3	2	263	0
1	0	40	0	0	27.7208	2
2	0	66	0	0	10.5	0
1	0	28	1	0	82.1708	2
1	0	42	1	0	52	0
3	0	21	0	0	8.05	0
3	1	18	2	0	18	0
3	1	14	1	0	11.2417	2
3	1	40	1	0	9.475	0
2	1	27	1	0	21	0
2	1	3	1	2	41.5792	2
3	1	19	0	0	7.8792	1
3	1	18	1	0	17.8	0
3	0	7	4	1	39.6875	0
3	0	21	0	0	7.8	0
1	1	49	1	0	76.7292	2
2	1	29	1	0	26	0
1	0	65	0	1	61.9792	2
2	1	21	0	0	10.5	0
3	0	28.5	0	0	7.2292	2
2	1	5	1	2	27.75	0
3	0	11	5	2	46.9	0
3	0	22	0	0	7.2292	2
1	0	45	1	0	83.475	0
3	0	4	3	2	27.9	0
2	1	29	0	0	10.5	0
3	0	19	0	0	8.1583	0
3	1	17	4	2	7.925	0
3	0	26	2	0	8.6625	0
2	0	32	0	0	10.5	0
3	1	16	5	2	46.9	0
2	0	21	0	0	73.5	0
3	0	26	1	0	14.4542	2
3	0	32	0	0	56.4958	0
3	0	25	0	0	7.65	0
2	0	0.83	0	2	29	0
3	1	30	0	0	12.475	0
3	0	22	0	0	9	0
3	0	29	0	0	9.5	0
1	0	28	0	0	47.1	0
2	1	17	0	0	10.5	0
3	1	33	3	0	15.85	0
3	0	16	1	3	34.375	0
1	1	23	3	2	263	0
3	0	24	0	0	8.05	0
3	0	29	0	0	8.05	0
3	0	20	0	0	7.8542	0
1	0	46	1	0	61.175	0
3	0	26	1	2	20.575	0
3	0	59	0	0	7.25	0
1	0	71	0	0	34.6542	2
1	0	23	0	1	63.3583	2
2	1	34	0	1	23	0
2	0	34	1	0	26	0
3	1	28	0	0	7.8958	0
1	0	21	0	1	77.2875	0
3	0	33	0	0	8.6542	0
3	0	37	2	0	7.925	0
3	0	28	0	0	7.8958	0
3	1	21	0	0	7.65	0
3	0	38	0	0	7.8958	0
1	0	47	0	0	52	0
3	1	14.5	1	0	14.4542	2
3	0	22	0	0	8.05	0
3	1	20	1	0	9.825	0
3	1	17	0	0	14.4583	2
3	0	21	0	0	7.925	0
3	0	70.5	0	0	7.75	1
2	0	29	1	0	21	0
1	0	24	0	1	247.5208	2
3	1	2	4	2	31.275	0
2	0	21	2	0	73.5	0
2	0	32.5	1	0	30.0708	2
2	1	32.5	0	0	13	0
1	0	54	0	1	77.2875	0
3	0	12	1	0	11.2417	2
3	0	24	0	0	7.1417	0
3	0	45	0	0	6.975	0
3	0	33	0	0	7.8958	2
3	0	20	0	0	7.05	0
3	1	47	1	0	14.5	0
2	1	29	1	0	26	0
2	0	25	0	0	13	0
2	0	23	0	0	15.0458	2
1	1	19	0	2	26.2833	0
1	0	37	1	0	53.1	0
3	0	16	0	0	9.2167	0
1	0	24	0	0	79.2	2
3	1	22	0	0	7.75	0
3	1	24	1	0	15.85	0
3	0	19	0	0	6.75	1
2	0	18	0	0	11.5	0
2	0	19	1	1	36.75	0
3	0	27	0	0	7.7958	0
3	1	9	2	2	34.375	0
2	0	36.5	0	2	26	0
2	0	42	0	0	13	0
2	0	51	0	0	12.525	0
1	1	22	1	0	66.6	0
3	0	55.5	0	0	8.05	0
3	0	40.5	0	2	14.5	0
1	0	51	0	1	61.3792	2
3	1	16	0	0	7.7333	1
3	0	30	0	0	8.05	0
3	0	44	0	1	16.1	0
2	1	40	0	0	15.75	0
3	0	26	0	0	7.775	0
3	0	17	0	0	8.6625	0
3	0	1	4	1	39.6875	0
3	0	9	0	2	20.525	0
3	1	45	1	4	27.9	0
3	0	28	0	0	56.4958	0
1	0	61	0	0	33.5	0
3	0	4	4	1	29.125	1
3	1	1	1	1	11.1333	0
3	0	21	0	0	7.925	0
1	0	56	0	0	30.6958	2
3	0	18	1	1	7.8542	0
1	1	50	0	0	28.7125	2
2	0	30	0	0	13	0
3	0	36	0	0	0	0
3	0	9	4	2	31.3875	0
2	0	1	2	1	39	0
3	1	4	0	2	22.025	0
1	0	45	0	0	26.55	0
3	0	40	1	1	15.5	1
3	0	36	0	0	7.8958	0
2	1	32	0	0	13	0
2	0	19	0	0	13	0
3	1	19	1	0	7.8542	0
2	0	3	1	1	26	0
1	1	44	0	0	27.7208	2
1	1	58	0	0	146.5208	2
3	0	42	0	1	8.4042	0
2	1	24	0	0	13	0
3	0	28	0	0	9.5	0
3	0	34	0	0	6.4958	0
3	0	45.5	0	0	7.225	2
3	0	18	0	0	8.05	0
3	1	2	0	1	10.4625	0
3	0	32	1	0	15.85	0
3	0	26	0	0	18.7875	2
3	1	16	0	0	7.75	1
1	0	40	0	0	31	2
3	0	24	0	0	7.05	0
2	1	35	0	0	21	0
3	0	22	0	0	7.25	0
2	0	30	0	0	13	0
1	1	31	1	0	113.275	2
3	1	27	0	0	7.925	0
2	0	42	1	0	27	0
1	1	32	0	0	76.2917	2
2	0	30	0	0	10.5	0
3	0	16	0	0	8.05	0
2	0	27	0	0	13	0
3	0	51	0	0	8.05	0
1	0	38	1	0	90	0
3	0	22	0	0	9.35	0
2	0	19	0	0	10.5	0
3	0	20.5	0	0	7.25	0
2	0	18	0	0	13	0
1	1	35	1	0	83.475	0
3	0	29	0	0	7.775	0
2	0	59	0	0	13.5	0
3	1	5	4	2	31.3875	0
2	0	24	0	0	10.5	0
2	0	44	1	0	26	0
2	1	8	0	2	26.25	0
2	0	19	0	0	10.5	0
2	0	33	0	0	12.275	0
2	0	29	0	0	10.5	0
3	0	22	0	0	7.125	0
3	0	30	0	0	7.225	2
1	0	44	2	0	90	1
3	1	25	0	0	7.775	0
2	1	24	0	2	14.5	0
1	0	37	1	1	52.5542	0
2	0	54	1	0	26	0
3	1	29	1	1	10.4625	0
1	0	62	0	0	26.55	0
3	0	30	1	0	16.1	0
3	1	41	0	2	20.2125	0
3	1	29	0	2	15.2458	2
1	1	30	0	0	86.5	0
1	1	35	0	0	512.3292	2
2	1	50	0	1	26	0
3	0	3	4	2	31.3875	0
1	0	52	1	1	79.65	0
1	0	40	0	0	0	0
2	0	36	0	0	10.5	0
3	0	16	4	1	39.6875	0
3	0	25	1	0	7.775	0
1	1	58	0	1	153.4625	0
1	1	35	0	0	135.6333	0
3	0	25	0	0	0	0
2	1	41	0	1	19.5	0
1	0	37	0	1	29.7	2
1	1	63	1	0	77.9583	0
3	1	45	0	0	7.75	0
3	0	7	4	1	29.125	1
3	1	35	1	1	20.25	0
3	0	65	0	0	7.75	1
3	0	28	0	0	7.8542	0
3	0	16	0	0	9.5	0
3	0	19	0	0	8.05	0
3	0	33	0	0	8.6625	2
3	0	30	0	0	9.5	0
3	0	22	0	0	7.8958	0
2	0	42	0	0	13	0
3	1	22	0	0	7.75	1
1	1	26	0	0	78.85	0
1	1	19	1	0	91.0792	2
2	0	36	0	0	12.875	2
3	1	24	0	0	8.85	0
3	0	24	0	0	7.8958	0
3	0	23.5	0	0	7.2292	2
1	1	2	1	2	151.55	0
1	1	50	0	1	247.5208	2
3	0	19	0	0	0	0
1	0	0.92	1	2	151.55	0
1	1	17	1	0	108.9	2
2	0	30	1	0	24	2
1	1	30	0	0	56.9292	2
1	1	24	0	0	83.1583	2
1	1	18	2	2	262.375	2
2	1	26	1	1	26	0
3	0	28	0	0	7.8958	0
2	0	43	1	1	26.25	0
3	1	26	0	0	7.8542	0
2	1	24	1	0	26	0
2	0	54	0	0	14	0
1	1	31	0	2	164.8667	0
1	1	40	1	1	134.5	2
3	0	22	0	0	7.25	0
3	0	27	0	0	7.8958	0
2	1	30	0	0	12.35	1
2	1	22	1	1	29	0
1	1	36	0	0	135.6333	2
3	0	61	0	0	6.2375	0
2	1	36	0	0	13	0
3	1	31	1	1	20.525	0
1	1	16	0	1	57.9792	2
1	0	45.5	0	0	28.5	0
1	0	38	0	1	153.4625	0
3	0	16	2	0	18	0
1	0	29	1	0	66.6	0
1	1	41	0	0	134.5	2
3	0	45	0	0	8.05	0
1	0	45	0	0	35.5	0
2	0	2	1	1	26	0
1	1	24	3	2	263	0
2	0	28	0	0	13	0
2	0	25	0	0	13	0
2	0	36	0	0	13	0
2	1	24	0	0	13	0
2	1	40	0	0	13	0
3	0	3	1	1	15.9	0
3	0	42	0	0	8.6625	0
3	0	23	0	0	9.225	0
3	0	15	1	1	7.2292	2
3	0	25	1	0	17.8	0
3	0	28	0	0	9.5	0
1	1	22	0	1	55	0
2	1	38	0	0	13	0
3	0	40	1	4	27.9	0
2	0	29	1	0	27.7208	2
3	1	45	0	1	14.4542	2
3	0	35	0	0	7.05	0
3	0	30	0	0	7.25	0
1	1	60	1	0	75.25	2
1	1	24	0	0	69.3	2
1	0	25	1	0	55.4417	2
3	0	18	1	0	6.4958	0
3	0	19	0	0	8.05	0
1	0	22	0	0	135.6333	2
3	1	3	3	1	21.075	0
3	1	22	0	0	7.25	0
1	0	27	0	2	211.5	2
3	0	20	0	0	4.0125	2
3	0	19	0	0	7.775	0
1	1	42	0	0	227.525	2
3	1	1	0	2	15.7417	2
3	0	32	0	0	7.925	0
1	1	35	1	0	52	0
2	0	18	0	0	73.5	0
3	0	1	5	2	46.9	0
2	1	36	0	0	13	0
2	1	17	0	0	12	2
1	0	36	1	2	120	0
3	0	21	0	0	7.7958	0
3	0	28	2	0	7.925	0
1	1	23	1	0	113.275	2
3	1	24	0	2	16.7	0
3	0	22	0	0	7.7958	0
3	1	31	0	0	7.8542	0
2	0	46	0	0	26	0
2	0	23	0	0	10.5	0
2	1	28	0	0	12.65	0
3	0	39	0	0	7.925	0
3	0	26	0	0	8.05	0
3	1	21	1	0	9.825	0
3	0	28	1	0	15.85	0
3	1	20	0	0	8.6625	0
2	0	34	1	0	21	0
3	0	51	0	0	7.75	0
2	0	3	1	1	18.75	0
3	0	21	0	0	7.775	0
1	1	33	1	0	90	1
3	0	44	0	0	7.925	0
2	1	34	1	1	32.5	0
2	1	18	0	2	13	0
2	0	30	0	0	13	0
3	1	10	0	2	24.15	0
3	0	21	0	0	7.7333	1
3	0	29	0	0	7.875	0
3	1	28	1	1	14.4	0
3	0	18	1	1	20.2125	0
2	1	28	1	0	26	0
2	1	19	0	0	26	0
3	0	32	0	0	8.05	0
1	0	28	0	0	26.55	0
2	1	42	1	0	26	0
3	0	17	0	0	7.125	0
1	0	50	1	0	55.9	0
1	1	14	1	2	120	0
3	1	21	2	2	34.375	0
2	1	24	2	3	18.75	0
1	0	64	1	4	263	0
2	0	31	0	0	10.5	0
2	1	45	1	1	26.25	0
3	0	20	0	0	9.5	0
3	0	25	1	0	7.775	0
2	1	28	0	0	13	0
1	0	4	0	2	81.8583	0
2	1	13	0	1	19.5	0
1	0	34	0	0	26.55	0
3	1	5	2	1	19.2583	2
1	0	52	0	0	30.5	0
2	0	36	1	2	27.75	0
1	0	30	0	0	27.75	2
1	0	49	1	0	89.1042	2
3	0	29	0	0	7.8958	2
1	0	65	0	0	26.55	0
2	1	50	0	0	10.5	0
1	0	48	0	0	26.55	0
3	0	34	0	0	8.05	0
1	0	47	0	0	38.5	0
2	0	48	0	0	13	0
3	0	38	0	0	7.05	0
1	0	56	0	0	26.55	0
3	1	0.75	2	1	19.2583	2
3	0	38	0	0	8.6625	0
2	1	33	1	2	27.75	0
2	1	23	0	0	13.7917	2
3	1	22	0	0	9.8375	0
2	0	34	1	0	21	0
3	0	29	1	0	7.0458	0
3	0	22	0	0	7.5208	0
3	1	2	0	1	12.2875	0
3	0	9	5	2	46.9	0
3	0	50	0	0	8.05	0
3	1	63	0	0	9.5875	0
1	0	25	1	0	91.0792	2
1	1	35	1	0	90	0
1	0	58	0	0	29.7	2
3	0	30	0	0	8.05	0
3	0	9	1	1	15.9	0
3	0	21	0	0	7.25	0
1	0	55	0	0	30.5	0
1	0	71	0	0	49.5042	2
3	0	21	0	0	8.05	0
1	1	54	1	0	78.2667	2
1	1	25	1	2	151.55	0
3	0	24	0	0	7.7958	0
3	0	17	0	0	8.6625	0
3	1	21	0	0	7.75	1
3	1	37	0	0	9.5875	0
1	1	16	0	0	86.5	0
1	0	18	1	0	108.9	2
2	1	33	0	2	26	0
3	0	28	0	0	22.525	0
3	0	26	0	0	56.4958	0
3	0	29	0	0	7.75	1
1	0	36	0	0	26.2875	0
1	1	54	1	0	59.4	2
3	0	24	0	0	7.4958	0
1	0	47	0	0	34.0208	0
2	1	34	0	0	10.5	0
2	1	36	1	0	26	0
3	0	32	0	0	7.8958	0
1	1	30	0	0	93.5	0
3	0	22	0	0	7.8958	0
1	1	44	0	1	57.9792	2
3	0	40.5	0	0	7.75	1
2	1	50	0	0	10.5	0
3	0	39	0	0	7.925	0
2	0	23	2	1	11.5	0
2	1	2	1	1	26	0
3	0	17	1	1	7.2292	2
3	1	30	0	0	8.6625	0
2	1	7	0	2	26.25	0
1	0	45	0	0	26.55	0
1	1	30	0	0	106.425	2
1	1	22	0	2	49.5	2
1	1	36	0	2	71	0
3	1	9	4	2	31.275	0
3	1	11	4	2	31.275	0
2	0	32	1	0	26	0
1	0	50	1	0	106.425	2
1	0	64	0	0	26	0
2	1	19	1	0	26	0
3	0	33	1	1	20.525	0
2	0	8	1	1	36.75	0
1	0	17	0	2	110.8833	2
2	0	27	0	0	26	0
3	0	22	0	0	7.225	2
3	1	22	0	0	7.775	0
1	0	62	0	0	26.55	0
1	1	48	1	0	39.6	2
1	1	39	1	1	79.65	0
3	1	36	1	0	17.4	0
3	0	40	0	0	7.8958	0
2	0	28	0	0	13.5	0
3	0	24	2	0	24.15	0
3	0	19	0	0	7.8958	0
3	1	29	0	4	21.075	0
3	0	32	0	0	7.8542	0
2	0	62	0	0	10.5	0
1	1	53	2	0	51.4792	0
1	0	36	0	0	26.3875	0
3	0	16	0	0	8.05	0
3	0	19	0	0	14.5	0
2	1	34	0	0	13	0
1	1	39	1	0	55.9	0
3	0	32	0	0	7.925	0
2	1	25	1	1	30	0
1	1	39	1	1	110.8833	2
2	0	54	0	0	26	0
1	0	36	0	0	40.125	2
1	1	18	0	2	79.65	0
2	0	47	0	0	15	0
1	0	60	1	1	79.2	2
3	0	22	0	0	8.05	0
3	0	35	0	0	7.125	0
1	1	52	1	0	78.2667	2
3	0	47	0	0	7.25	0
2	0	37	1	0	26	0
3	0	36	1	1	24.15	0
3	0	49	0	0	0	0
1	0	49	1	0	56.9292	2
2	1	24	2	1	27	0
3	0	44	0	0	8.05	0
1	0	35	0	0	26.55	2
3	0	36	1	0	15.55	0
3	0	30	0	0	7.8958	0
1	0	27	0	0	30.5	0
2	1	22	1	2	41.5792	2
1	1	40	0	0	153.4625	0
3	1	39	1	5	31.275	0
3	0	35	0	0	8.05	0
2	1	24	1	2	65	0
3	0	34	1	1	14.4	0
3	1	26	1	0	16.1	0
2	1	4	2	1	39	0
2	0	26	0	0	10.5	0
3	0	27	1	0	14.4542	2
1	0	42	1	0	52.5542	0
3	0	20	1	1	15.7417	2
3	0	21	0	0	7.8542	0
3	0	21	0	0	16.1	0
1	0	61	0	0	32.3208	0
2	0	57	0	0	12.35	1
1	1	21	0	0	77.9583	0
3	0	26	0	0	7.8958	0
1	0	80	0	0	30	0
3	0	51	0	0	7.0542	0
1	0	32	0	0	30.5	2
3	1	9	3	2	27.9	0
2	1	28	0	0	13	0
3	0	32	0	0	7.925	0
2	0	31	1	1	26.25	0
3	1	41	0	5	39.6875	0
3	0	20	0	0	7.8542	0
1	1	24	0	0	69.3	2
3	1	2	3	2	27.9	0
3	1	0.75	2	1	19.2583	2
1	0	48	1	0	76.7292	2
3	0	19	0	0	7.8958	0
1	0	56	0	0	35.5	2
3	1	23	0	0	7.55	0
2	1	18	0	1	23	0
3	0	21	0	0	8.4333	0
3	1	18	0	0	6.75	1
2	0	24	2	0	73.5	0
3	1	32	1	1	15.5	1
2	0	23	0	0	13	0
1	0	58	0	2	113.275	2
1	0	50	2	0	133.65	0
3	0	40	0	0	7.225	2
1	0	47	0	0	25.5875	0
3	0	36	0	0	7.4958	0
3	0	20	1	0	7.925	0
2	0	32	2	0	73.5	0
2	0	25	0	0	13	0
3	0	43	0	0	8.05	0
2	1	40	1	1	39	0
1	0	31	1	0	52	0
2	0	70	0	0	10.5	0
2	0	31	0	0	13	0
3	0	18	0	0	7.775	0
3	0	24.5	0	0	8.05	0
3	1	18	0	0	9.8417	0
3	1	43	1	6	46.9	0
1	0	36	0	1	512.3292	2
1	0	27	0	0	76.7292	2
3	0	20	0	0	9.225	0
3	0	14	5	2	46.9	0
2	0	60	1	1	39	0
2	0	25	1	2	41.5792	2
3	0	14	4	1	39.6875	0
3	0	19	0	0	10.1708	0
3	0	18	0	0	7.7958	0
1	1	15	0	1	211.3375	0
1	0	31	1	0	57	0
3	1	4	0	1	13.4167	2
3	0	25	0	0	7.225	2
1	0	60	0	0	26.55	0
2	0	52	0	0	13.5	0
3	0	44	0	0	8.05	0
1	0	49	1	1	110.8833	2
3	0	42	0	0	7.65	0
1	1	18	1	0	227.525	2
1	0	35	0	0	26.2875	0
3	1	18	0	1	14.4542	2
3	0	25	0	0	7.7417	1
3	0	26	1	0	7.8542	0
2	0	39	0	0	26	0
2	1	45	0	0	13.5	0
1	0	42	0	0	26.2875	0
1	1	22	0	0	151.55	0
1	1	24	0	0	49.5042	2
1	0	48	1	0	52	0
3	0	29	0	0	9.4833	0
2	0	52	0	0	13	0
3	0	19	0	0	7.65	0
1	1	38	0	0	227.525	2
2	1	27	0	0	10.5	0
3	0	33	0	0	7.775	0
2	1	6	0	1	33	0
3	0	17	1	0	7.0542	0
2	0	34	0	0	13	0
2	0	50	0	0	13	0
1	0	27	1	0	53.1	0
3	0	20	0	0	8.6625	0
2	1	30	3	0	21	0
2	0	25	1	0	26	0
3	1	25	1	0	7.925	0
1	1	29	0	0	211.3375	0
3	0	11	0	0	18.7875	2
2	0	23	0	0	13	0
2	0	23	0	0	13	0
3	0	28.5	0	0	16.1	0
3	1	48	1	3	34.375	0
1	0	35	0	0	512.3292	2
1	0	36	1	0	78.85	0
1	1	21	2	2	262.375	2
3	0	24	1	0	16.1	0
3	0	31	0	0	7.925	0
1	0	70	1	1	71	0
3	0	16	1	1	20.25	0
2	1	30	0	0	13	0
1	0	19	1	0	53.1	0
3	0	31	0	0	7.75	1
2	1	4	1	1	23	0
3	0	6	0	1	12.475	0
3	0	33	0	0	9.5	0
3	0	23	0	0	7.8958	0
2	1	48	1	2	65	0
2	0	0.67	1	1	14.5	0
3	0	28	0	0	7.7958	0
2	0	18	0	0	11.5	0
3	0	34	0	0	8.05	0
1	1	33	0	0	86.5	0
3	0	41	0	0	7.125	0
3	0	20	0	0	7.2292	2
1	1	36	1	2	120	0
3	0	16	0	0	7.775	0
